movie_id,title,original_title,plot,tagline,genres,year,rating,runtime,director,main_cast,tmdb_top_rated_rank,mood_tags,dominant_emotions,emotional_complexity,review_count,avg_review_sentiment,popularity,vote_count,emotion_vector
278,肖申克的救赎,The Shawshank Redemption,1947年，小有成就的青年银行家安迪因涉嫌杀害妻子及她的情人而锒铛入狱。在这座名为肖申克的监狱内，希望似乎虚无缥缈，终身监禁的惩罚无疑注定了安迪接下来灰暗绝望的人生。未过多久，安迪尝试接近囚犯中颇有声望的瑞德，请求对方帮自己搞来小锤子。以此为契机，二人逐渐熟络，安迪也仿佛在鱼龙混杂、罪恶横生、黑白混淆的牢狱中找到属于自己的求生之道。他利用自身的专业知识，帮助监狱管理层逃税、洗黑钱，同时凭借与瑞德的交往在犯人中间也渐渐受到礼遇。表面看来，他已如瑞德那样对那堵高墙从憎恨转变为处之泰然，但是对自由的渴望仍促使他朝着心中的希望和目标前进。而关于其罪行的真相，似乎更使这一切朝前推进了一步。,恐惧会囚禁灵魂，而希望能让你自由,剧情|犯罪,1994,8.713,142,弗兰克·德拉邦特,蒂姆·罗宾斯|摩根·弗里曼|鲍勃·冈顿,1,非常hope|值得一看|情感真挚,hope,1,5,0.814,36.315,29297,hope:1.000
238,教父,The Godfather,40年代的美国，“教父”维托·唐·柯里昂是黑手党柯里昂家族的首领，带领家族从事非法的勾当，但同时他也是许多弱小平民的保护神，深得人们爱戴。因为拒绝了毒枭索洛索的毒品交易要求，柯里昂家族和纽约其他几个黑手党家族的矛盾激化、圣诞前夕，索洛索劫持了“教父”的参谋汤姆，并派人暗杀“教父”；因为内奸的出卖，“教父”的大儿子逊尼被仇家杀害；小儿子麦克也被卷了进来，失去爱妻。黑手党家族之间的矛盾越来越白热化。年老的“教父”面对丧子之痛怎样统领全局？黑手党之间的仇杀如何落幕？谁是家族的内奸？谁又能够成为新一代的“教父”？血雨腥风和温情脉脉，在这部里程碑式的黑帮史诗巨片里真实上演。,,剧情|犯罪,1972,8.684,175,弗朗西斯·科波拉,马龙·白兰度|阿尔·帕西诺|詹姆斯·凯恩,2,值得推荐|非常love|情感丰富,love,1,5,0.933,24.1571,22108,love:1.000
240,教父2,The Godfather Part II,影片主要讲述第二代教父麦克·柯里昂的奋斗历程，同时回忆了第一代教父维多·柯里昂创业的艰辛，反映了不同历史时期，两代教父的事业、家庭生活。麦克为儿子托尼举行圣餐仪式和庆祝活动的当夜，麦克在家中遭到袭击，凶手被人灭口，面临接管家族事业以来的重重危机，麦克回忆起了父亲维多·柯里昂年轻时在美国的创业历程。麦克一边调查袭击的真相，一边继续开展赌博、酒店等生意，和另一个黑帮人物海门罗斯斗智斗勇，不断扩大势力。终于，麦克的不法行为引起了政府的关注，麦克受到一系列的指控；同时，麦克的家庭也遇到了危机，夫妻感情濒临破裂；而最让麦克痛心的，却是家族中，亲人的背叛。和第一代教父其乐融融的家庭生活比起来，麦克无疑很失败。,,剧情|犯罪,1974,8.57,200,弗朗西斯·科波拉,阿尔·帕西诺|罗伯特·杜瓦尔|黛安·基顿,3,非常anger|非常tension|非常sadness,sadness|anger|tension,3,4,0.75,17.1534,13365,sadness:0.364|anger:0.364|tension:0.273
424,辛德勒的名单,Schindler's List,1939年9月，二次世界大战方兴未艾，德军进驻波兰，将纳綷军队组成“精卫队”，下令重新安顿犹太人的户口。德商辛德勒值此战乱，一方面迎逢德军各级军官，另一方面则进行低价引进犹太劳工，并委任犹太工头以撒处理场内大小事。辛德勒虽藉机大发战争财，但对以撒却颇为仁厚而备受爱戴。“精卫队”司令阿蒙生性残暴，以枪杀劳工为乐，整个占领区如同炼狱般。1941年3月，德军将维斯图拉河以南归为犹太区，阿蒙更变本加厉，1944年4月甚至大规模展开焚尸行动，辛德勒看不惯如此行为便和以撒商议出一计，以所有资产行贿阿蒙，以捷克新厂需要大批劳工制作军火为由，列出一份长至千人的名单，运往家乡布蓝恩利兹躲藏，待德方发现时，大战结束了，辛德勒则仍以战争罪犯法办。,谁拯救了一条生命，谁就拯救了整个世界。,剧情|历史|战争,1993,8.6,195,史蒂文·斯皮尔伯格,连姆·尼森|本·金斯利|拉尔夫·费因斯,4,紧张刺激|非常fear|非常sadness,sadness|fear,2,4,0.698,11.1048,16885,sadness:0.500|fear:0.500
389,十二怒汉,12 Angry Men,本片展现了美国司法体系的内幕。改编自同名电视剧的经典影片。陪审团由一群白人组成，他们即将对一名被控谋杀父亲的波多黎各少年做出判决。最终，一场发生在闷热房间里、紧张的午后史诗般的故事就此展开。,命悬其手，死视其意,剧情,1957,8.5,96,西德尼·卢梅特,马丁·巴尔萨姆|约翰·菲尔德|李·科布,5,引人深思|非常tension|情感强烈,tension,1,5,0.8,10.2492,9555,tension:1.000
129,千与千寻,千と千尋の神隠し,小女孩千寻被困在一个陌生的精灵世界。当她的父母发生神秘变化后，她必须鼓起自己从未发现的勇气，才能解救自己，并将家人带回外面的世界。[华特迪士尼工作室],隧道的另一头，是不可思议的小镇,动画|家庭|奇幻,2001,8.534,125,宫崎骏,柊瑠美|入野自由|夏木真理,6,值得推荐|非常joy|情感丰富,joy,1,2,1.0,17.1447,17667,joy:1.000
155,蝙蝠侠：黑暗骑士,The Dark Knight,蝙蝠侠加大了打击犯罪的力度。在吉姆·戈登警长和地方检察官哈维·丹特的协助下，蝙蝠侠着手瓦解残存的、肆虐哥谭街头的犯罪组织。他们的合作卓有成效，但很快，他们发现自己也成为了一个新兴犯罪天才——哥谭市民口中的“小丑”——所引发的混乱的牺牲品。[华纳兄弟],黎明前的夜是最漆黑的,剧情|动作|犯罪|惊悚,2008,8.525,152,克里斯托弗·诺兰,克里斯蒂安·贝尔|希斯·莱杰|艾伦·艾克哈特,7,非常anger|非常tension|非常sadness,tension|sadness|anger,3,5,0.95,26.3391,34767,tension:0.500|sadness:0.250|anger:0.250
19404,勇夺芳心,दिलवाले दुल्हनिया ले जायेंगे,乔德利和妻子结婚多年，一直十分恩爱。两人共同养育了两个女儿希姆莱和图吉，两个姑娘都出落得亭亭玉立。一晃眼，希姆莱就到了该嫁人的年纪了，尽管乔德利一家人已经在伦敦生活了二十多年了，但乔德利骨子里依旧是一个传统的印度人。乔德利将希姆莱许配给了朋友的儿子库杰，这让希姆莱感到十分不满。一次偶然中，希姆莱邂逅了名为拉杰的印度男子，尽管拉杰为人轻浮，油腔滑调，但希姆莱还是同他坠入了情网。得知此事的乔德利举家迁回了印度，拉杰亦紧跟其后，他要如何才能获得乔德利的认可呢？,,喜剧|剧情|爱情,1995,8.5,190,Aditya Chopra,卡卓儿|沙鲁克·汗|阿莫瑞什·普瑞,8,非常joy|非常love|温暖治愈,joy|love,2,1,1.0,7.8925,4519,joy:0.500|love:0.500
497,绿里奇迹,The Green Mile,1935年。美国南部惨淡肃杀的冷山监狱。这里有片一英里长的绿地，人们叫它“绿里”。不过，它的居民皆为死囚，在绿地的另一头，便是行刑用的电椅。保罗·艾治科姆（汤姆·汉 克斯饰）是这里的狱监，对于走过“绿里”、继而在电椅上惨叫毙命的死囚行刑程序，他俨然已无动于衷。除了保罗及其爱妻简外，“绿里”上还有凶残的副狱监豪威尔，有施虐倾向 的狱吏佩西，良心未泯的看守海尔和他身患绝症的妻子美琳达，喜用宠物鼠逗狱吏和诸“难友”取乐的德拉克，连环杀人狂威廉，负疚深重的犯人彼特等一干形形色色的人们。他们之 间充满了敌意和不屑。但神秘的约翰·考夫利的到来改变了一切。考夫利因谋杀两名幼女被 判死罪，他相貌恐怖，体形硕大，却出奇地平和、敏感而缄默，天真时甚至像个孩子，同时， 他似乎还具有一种不可名状的神秘力量，令人不由自主地对其产生信任感，这不禁让艾治科姆对其罪行是否属实深怀疑问。 真情无法取代程式，考夫利终要走过“绿里”。在这个貌似粗鲁的男人即将赴死的刹那，“绿里”上的人们以不同以往的形式实现了各自生命的重要跨越。,,奇幻|剧情|犯罪,1999,8.503,189,弗兰克·德拉邦特,汤姆·汉克斯|大卫·摩斯|邦妮·亨特,9,非常love|非常sadness,sadness|love,2,4,0.75,16.9396,18577,sadness:0.500|love:0.500
496243,寄生虫,기생충,朴家：堪称富裕的典范。金家：精于世故，却一无所有。机缘巧合之下，两家走到了一起，金家嗅到了商机。在大学生基宇的精心策划下，金家的孩子们迅速成为朴家的家庭教师和艺术治疗师。很快，两家形成了一种互惠互利的关系。金家提供“不可或缺”的奢华服务，而朴家则在不知不觉中为他们提供全家的开销。然而，当一个寄生虫般的闯入者威胁到金家新获得的舒适生活时，一场残酷而阴险的权力争夺战爆发了，险些摧毁金家和朴家之间脆弱的平衡。[Neon],,喜剧|惊悚|剧情,2019,8.496,132,奉俊昊,宋康昊|李善均|曹汝贞,10,引人深思|非常tension|情感强烈,tension,1,5,0.643,19.345,19757,tension:1.000
122,指环王3：王者无敌,The Lord of the Rings: The Return of the King,霍比特人佛罗多携带着魔戒，与伙伴山姆以及狡猾阴暗的咕噜等前往末日山，一路上艰难险阻不断，魔君索伦为阻止魔戒被销毁用尽全力阻挠。另一方面，白袍巫师甘道夫率中土勇士们镇守刚铎首都——白城米那斯提里斯。魔兽大军压境，黑暗与光明的决战即将来临……,敌人的邪眼在移动,冒险|奇幻|动作,2003,8.491,263,彼得·杰克逊,伊利亚·伍德|伊恩·麦克莱恩|维果·莫特森,11,非常hope|值得一看|情感真挚,hope,1,5,0.95,21.9297,25703,hope:1.000
680,低俗小说,Pulp Fiction,《低俗小说》由“文森特和马沙的妻子”、“金表”、“邦妮的处境”三个故事以及影片首尾的序幕和尾声五个部分组成。看似独立的小故事里面，却又有环环相扣的人和事。盗贼“小南瓜”和“小兔子”在早餐店里打劫，却遇上了天大的麻烦——黑社会成员朱尔斯（塞缪尔•杰克逊Samuel L. Jackson饰）和文森特（约翰•特拉沃尔塔John Travolta饰）在店内用餐，可谓天外有天。二人是否会放过两名小盗贼？而文森特是黑社会大哥马沙•华莱士（文•瑞姆斯Ving Rhames饰）的手下，马沙下命令让他陪妻子一个晚上，明知如有雷池必死无疑，但面对马沙妻子美艳诱惑，文森特该怎么办?,仅仅因为你是一个角色并不意味着你有角色。,惊悚|犯罪|喜剧,1994,8.488,154,昆汀·塔伦蒂诺,约翰·特拉沃尔塔|塞缪尔·杰克逊|乌玛·瑟曼,12,非常anger|非常tension|非常joy,joy|tension|anger,3,5,0.95,18.1042,29326,joy:0.417|tension:0.333|anger:0.250
372058,你的名字。,君の名は。,在远离大都会的小山村，住着巫女世家出身的高中女孩宫水三叶（上白石萌音 配音）。校园和家庭的原因本就让她充满烦恼，而近一段时间发生的奇怪事件，又让三叶摸不清头脑。不知从何时起，三叶在梦中就会变成一个住在东京的高中男孩。那里有陌生的同学和朋友，有亲切的前辈和繁华的街道，一切都是如此诱人而真实。另一方面，住在东京的高中男孩立花泷（神木隆之介 配音）则总在梦里来到陌生的小山村，以女孩子的身份过着全新的生活。许是受那颗神秘彗星的影响，泷和三叶在梦中交换了身份。他们以他者的角度体验着对方的人生，这期间有愤怒、有欢笑也有暖心。只是两人并不知道，身份交换的背后隐藏着重大而锥心的秘密……,我正在寻觅未曾相识的你。,动画|爱情|剧情,2016,8.479,106,新海诚,神木隆之介|上白石萌音|成田凌,13,非常hope|有些anger|非常love,love|hope|anger,3,5,0.608,29.8488,12127,love:0.571|hope:0.286|anger:0.143
429,黄金三镖客,"Il buono, il brutto, il cattivo",意大利西部片宗师瑟吉欧·莱昂内执导的镖客电影三部曲的完结篇。由克林特·伊斯特伍德、李·范·克里夫和伊莱·沃勒克分饰英文片名所指的好人、坏人和丑恶之人。三人在美国南北战争期间趁着政局混乱，打算谋夺一批属于南方政府的财富，但每个人只知道一部分藏金的细节，必须联合起来才可以取得全部的钱，于是三人既互相利用又勾心斗角，产生不少有趣的笑料和张力十足的戏剧性对峙。,对这三人来说内战不是地狱，是天堂,西部,1966,8.5,161,赛尔乔·莱昂内,克林特·伊斯特伍德|埃里·瓦拉赫|李·范·克里夫,14,非常anger|非常tension|非常fear|紧张刺激,fear|tension|anger,3,5,0.803,10.7083,9269,fear:0.500|tension:0.333|anger:0.167
157336,星际穿越,Interstellar,近未来的地球黄沙遍野，小麦、秋葵等基础农作物相继因枯萎病灭绝，人类不再像从前那样仰望星空，放纵想象力和灵感的迸发，而是每日在沙尘暴的肆虐下倒数着所剩不多的光景。在家务农的前 NASA 宇航员库珀（马修·麦康纳 Matthew McConaughey 饰）接连在女儿墨菲（麦肯吉·弗依 Mackenzie Foy 饰）的书房发现奇怪的重力场现象，随即得知在某个未知区域内前 NASA 成员仍秘密进行一个拯救人类的计划。多年以前土星附近出现神秘虫洞，NASA 借机将数名宇航员派遣到遥远的星系寻找适合居住的星球。在布兰德教授（迈克尔·凯恩 Michael Caine 饰）的劝说下，库珀忍痛告别了女儿，和其他三名专家教授女儿艾米莉亚·布兰德（安妮·海瑟薇 Anne Hathaway 饰）、罗米利（大卫·吉雅西 David Gyasi 饰）、多伊尔（韦斯·本特利 Wes Bentley 饰）搭乘宇宙飞船前往目前已知的最有希望的三颗星球考察。他们穿越遥远的星系银河，感受了一小时七年光阴的沧海桑田，窥见了未知星球和黑洞的壮伟与神秘。在浩瀚宇宙的绝望而孤独角落，总有一份超越了时空的笃定情怀将他们紧紧相连……,不要温和地走进那个良夜。,冒险|剧情|科幻,2014,8.463,169,克里斯托弗·诺兰,马修·麦康纳|安妮·海瑟薇|迈克尔·凯恩,15,值得推荐|非常joy|情感丰富,joy,1,5,0.905,38.6443,38323,joy:1.000
13,阿甘正传,Forrest Gump,阿甘于二战结束后不久出生在美国南方阿拉巴马州一个闭塞的小镇，他先天弱智，智商只有75，然而他的妈妈是一个性格坚强的女性，她常常鼓励阿甘“傻人有傻福”，要他自强不息。阿甘像普通孩子一样上学，并且认识了一生的朋友和至爱珍妮，在珍妮和妈妈的爱护下，阿甘凭着上帝赐予的“飞毛腿”开始了一生不停的奔跑。阿甘成为橄榄球巨星、越战英雄、乒乓球外交使者、亿万富翁，但是，他始终忘不了珍妮，几次匆匆的相聚和离别，更是加深了阿甘的思念。有一天，阿甘收到珍妮的信，他们终于又要见面…,人生就像一盒巧克力，你永远不知道下一块会是什么味道,喜剧|剧情|爱情,1994,8.5,142,罗伯特·泽米吉斯,汤姆·汉克斯|罗宾·怀特|加里·西尼斯,16,非常hope|非常joy,joy|hope,2,3,1.0,18.0974,28895,joy:0.750|hope:0.250
769,好家伙,GoodFellas,亨利•希尔 从小不学无术，跟着老大保利，靠收取保护费、走私、抢劫，他娶了美丽的妻子凯伦，有可爱的女儿，迷人的情妇，名车豪宅，生活优渥。吉米•康维 和汤米 是亨利的好朋友，三人一起经历和很多事情：杀死羞辱汤米的意大利黑手党头领比利•贝兹；策划德航劫案，并干掉同伙，私吞赃款；甚至背着老大保利贩毒。当然，他们的生活，除了享受金钱带来的权势之外，更多的，是朝不保夕的动荡：汤米因为比利•贝兹的死，被人枪杀；亨利自己因为贩毒被警方逮捕，其他人也受到牵连。凯伦想尽办法将亨利保释出来，此时他们已经一无所有，被人孤立，危机四伏。他们要想尽办法活下去，无论以怎样的方式，付出怎样的代价……,,剧情|犯罪,1990,8.453,145,马丁·斯科塞斯,罗伯特·德尼罗|雷·利奥塔|乔·佩西,17,非常anger|非常sadness,sadness|anger,2,5,1.0,12.9407,13804,sadness:0.500|anger:0.500
346,七武士,七人の侍,讲述了十六世纪一个村庄的故事，该村庄的居民走投无路，雇佣了七位同名武士来保护他们免受入侵的强盗的侵害。,,动作|剧情,1954,8.451,207,黑泽明,三船敏郎|志村乔|稻叶义男,18,非常joy|非常love|温暖治愈,joy|love,2,5,1.0,6.7594,4036,joy:0.667|love:0.333
12477,萤火虫之墓,火垂るの墓,美日战争爆发，14岁的清太带着年幼的妹妹到处逃命，当他们到达防空洞的时候，母亲已身受重伤，没过多久便不久人世。两兄妹自此过着相依为命的日子。他们只好投靠了母亲的姐妹，纵使他们把家里所有的家当都送给了阿姨，但当食物吃完，他们就越感到了寄人篱下的感觉，清太决定带着妹妹离开独自生活。火灾硝烟中的生活并不好过，清太为了妹妹四处偷取食物，但妹妹还是严重营养不良……,,动画|剧情|战争,1988,8.446,89,高畑勋,辰巳努|白石绫乃|志乃原良子,19,值得推荐|非常joy|情感丰富,joy,1,3,0.5,0.008,6210,joy:1.000
637,美丽人生,La vita è bella,犹太青年圭多（罗伯托·贝尼尼）邂逅美丽的女教师多拉（尼可莱塔·布拉斯基），他彬彬有礼的向多拉鞠躬：“早安！公主！”。历经诸多令人啼笑皆非的周折后，天遂人愿，两人幸福美满的生活在一起。然而好景不长，法西斯政权下，圭多和儿子被强行送往犹太人集中营。多拉虽没有犹太血统，毅然同行，与丈夫儿子分开关押在一个集中营里。聪明乐天的圭多哄骗儿子这只是一场游戏，奖品就是一辆大坦克，儿子快乐、天真的生活在纳粹的阴霾之中。尽管集中营的生活艰苦寂寞，圭多仍然带给他人很多快乐，他还趁机在纳粹的广播里问候妻子：“早安！公主！”法西斯政权即将倾覆，纳粹的集中营很快就要接受最后的清理，圭多编给儿子的游戏该怎么结束？他们一家能否平安的度过这黑暗的年代呢？,最美丽的谎言,喜剧|剧情,1997,8.44,116,罗伯托·贝尼尼,罗伯托·贝尼尼|尼可莱塔·布拉斯基|乔治·坎塔里尼,20,非常hope|非常love,hope|love,2,2,0.75,18.1379,13652,hope:0.600|love:0.400
550,搏击俱乐部,Fight Club,杰克( 爱德华·诺顿 Edward Norton 饰)是一个充满中年危机意识的人，他非常憎恨自己的生活及一切，再加上他患有严重的失眠症，所以他常常参加各种团体咨询会，只为了能接触人群。在某一个团体咨询会上，杰克遇上了一个跟他同样理由来参加的女烟枪，玛拉(海伦娜·邦汉·卡特 Helena Bonham Carter  饰)，在莫名激素的影响下，杰克和玛拉一起逃离了咨询会，两人的情愫因而滋生…  一个偶然的机会，杰克遇到了卖肥皂的商人泰勒(布拉德·皮特 Brad Pitt 饰)，一个浑身充满叛逆、残酷和暴烈的痞子英雄，并因为自己公寓失火而住进了泰勒破旧不堪的家中。两人因缘际会地成为了好朋友，并创立了“搏击俱乐部”：一个让人们不戴护具而徒手搏击，宗旨在于发泄情绪的地下组织。,搏击俱乐部的第一条规则是你不要谈论搏击俱乐部,剧情|惊悚,1999,8.438,139,大卫·芬奇,爱德华·诺顿|布拉德·皮特|海伦娜·伯翰·卡特,21,非常anger|值得一看|情感真挚,anger,1,5,0.878,17.8239,31043,anger:1.000
667257,妙不可言,Cosas imposibles,生活是如此奇妙且难以预测，有时会在最不经意的地方发现幸福：一位七旬老妪和她的少年邻居之间产生了深厚的友谊。,,家庭|剧情,2021,8.44,88,Ernesto Contreras,Nora Velázquez|Benny Emmanuel|Luisa Huertas,22,非常joy|非常sadness,joy|sadness,2,0,0.5,5.2323,417,joy:0.500|sadness:0.500
14537,切腹,切腹,一位年长的浪人武士来到一位封建领主的府邸，请求找个体面的地方自尽。但当浪人打听一位比他先到的年轻武士的情况时，事情却发生了意想不到的转变。,男人的尊严，男人的挣扎。,动作|剧情|历史,1962,8.4,135,小林正树,仲代达矢|石滨朗|岩下志麻,23,非常tension|非常sadness,tension|sadness,2,2,1.0,4.5827,1130,tension:0.500|sadness:0.500
11216,天堂电影院,Nuovo Cinema Paradiso,　　在意大利南部小镇姜卡尔多，童年的小多多不仅喜欢看电影，还喜欢看放映师艾弗达“剪”电影：在40年代的意大利小镇上，电影在放映之前都要经由牧师检查，把认为观众不宜的镜头（比如接吻戏）严格地剪掉之后，才可以放映。好心的艾佛特为了让更多的观众看到电影，搞了一次露天电影，结果胶片着火了，多多把艾弗达从火海中救了出来，但艾弗达双目失明。多多成了小镇唯一会放电影的人，他接替艾佛特成了小镇的电影放映师。多多渐渐长大，他爱上了银行家的女儿艾莲娜。初恋的纯洁情愫美如天堂，但是一对小情侣的海誓山盟被艾莲娜父亲的阻挠给隔断了，托托去服兵役，而艾莲娜去念大学。伤心的多多在艾佛达的鼓励下，离开小镇，追寻自己生命中的梦想……30年后，艾佛达去世，此时的多多已经是功成名就的导演，他回到了家乡参加艾弗达的葬礼。老放映员留给他一份礼物，原来是当初被镇上的检查员勒令剪掉的吻戏胶片。多多看着这些镜头，突然发现自己已经理解了生命中的一切。,青春、友谊与电影永恒魅力的颂扬。,剧情|爱情,1988,8.43,124,朱塞佩·托纳多雷,菲利浦·诺瓦雷|雅克·贝汉|马可·莱昂纳迪,24,非常joy|非常love|温暖治愈,joy|love,2,4,0.812,4.2109,4657,joy:0.500|love:0.500
598,上帝之城,Cidade de Deus,"巴西里约热内卢的贫民窟，这里是“上帝之城”，更是魔鬼也会叹息着转身的地方。 阿炮带着我们到了这里，他见证了这里二十多年来被残暴、贪婪、复仇、野心、背叛、掠夺所裹挟的混乱生活以及最终导致的一场灾难性的黑帮争斗。虽然从小就要 辗转于匪徒间求生存，但胆小怕事的性格与自我保护的本能却使他一直能平安度日。 60年代初，阿毛、阿夹和阿呆是这里的“少年三侠”，在抢劫完旅馆之后，他们三人分道扬镳，阿夹重回上帝的怀抱，而阿呆和阿毛纷纷付出了生命的代价。 70年，当年“少年三侠”手下的小弟小豆子靠着自己的心狠手辣，不停地吞并别人的地盘，成为了贫民区的“小霸王”，生意也从抢劫升级到了更为暴利的毒品买卖，和他一起飞黄腾达的还有班尼。 班尼认识了美丽的安迪丽卡，准备归隐，在送别的晚会上，他意外被对头杀害，悲痛之下，“小霸王”集合人手给班尼报仇，帮派之间的厮杀就此开始。 此时的阿炮，机缘巧合下成为了杂志社的见习摄影师，他的相机，照下的却是孩子们持枪荷弹的狰狞，和帮派间无休无止的仇杀。",,剧情|犯罪,2002,8.427,129,费尔南多·梅里尔斯,亚历桑德雷·罗德里格斯|莱安德鲁·菲尔米诺|菲利佩·哈根森,25,非常anger|非常sadness,sadness|anger,2,2,0.75,7.1483,7888,sadness:0.500|anger:0.500
120,指环王1：护戒使者,The Lord of the Rings: The Fellowship of the Ring,在古老的中土世界，一个名叫佛罗多·巴金斯的年轻人无意中得到了一枚魔戒。 这只戒指拥有无穷的神秘力量，戒指原本是黑暗君王索隆所有的，却意外地到了佛罗多手里。弗罗多决定将戒指摧毁，以免索隆夺回去巩固自己的势力。索隆为了阻止佛罗多，派出了手下的奥克斯加以追杀，一场正邪大战眼看着一触即发。,至尊戒 驭众戒,冒险|奇幻|动作,2001,8.426,228,彼得·杰克逊,伊利亚·伍德|伊恩·麦克莱恩|维果·莫特森,26,值得推荐|非常joy|情感丰富,joy,1,5,0.76,22.7352,26650,joy:1.000
539,惊魂记,Psycho,凤凰城的一名秘书挪用了雇主客户的4万美元，然后逃亡，住进了一家偏僻的汽车旅馆，旅馆由一个名叫诺曼·贝茨的年轻人经营，而诺曼·贝茨则受他母亲的控制。,,恐怖|惊悚|悬疑,1960,8.4,109,阿尔弗雷德·希区柯克,安东尼·帕金斯|珍妮特·利|薇拉·迈尔斯,27,值得推荐|非常joy|情感丰富,joy,1,5,1.0,9.1214,10646,joy:1.000
40096,蛊惑兄弟,O Auto da Compadecida,智高和杰克，一对患难穷兄弟，四出寻找工作，最终在面包店找到差事。但店主极为刻薄，兄弟俩的食物比狗还要差。阴差阳错，他们弄死了店主的狗，更要哄骗神父替小狗祈福，闹出笑话连篇。及后智高暗恋大财主之女路仙霞。但智高过于害羞，久久未能成事；杰克唯有替智高制造机会。一日，镇里来了一班悍匪，洗劫村民之余，更进行杀戮游戏……,,喜剧|剧情|奇幻|爱情,2000,8.4,104,Guel Arraes,马修斯·纳克加勒|赛尔顿·梅罗|罗杰里奥·卡尔多索,28,温暖治愈|非常joy|非常love|非常sadness,joy|sadness|love,3,1,1.0,2.5141,1192,joy:0.333|sadness:0.333|love:0.333
